TransactionID,OrderDate,SKU,ProductName,Category,Channel,Quantity,UnitPrice,Returned,CustomerCity,PaymentMethod,DiscountCode
T00468,2025-01-04,SKU-005,Gym Bottle Steel,Accessories,Insta,1,18.9,Yes,,,NEWCUSTOMER
T00469,2025-01-05,SKU-015,Reusable Tote Bag,Accessories,Facebook Ads,1,12.6,No,,COD,FREESHIP
T00470,2025-02-08,SKU-002,Urban Hoodie Grey,,Meta FB,1,49.35,No,,Bank Transfer,WELCOME10
T00471,2025-01-08,SKU-005,Gym Bottle Steel,Accessories,Facebook Ads,2,17.1,No,Rawalpindi,COD,WELCOME10
T00472,2025-01-21,SKU-009,Running Shorts Navy,apparel,,1,33.6,No,,Cash on Delivery,WELCOME10
T00473,2025-02-28,SKU-007,Wireless Earbuds Lite,Electronics,Facebook,1,61.75,No,,COD,WELCOME10
T00474,2025-03-26,SKU-003,Performance Sneakers White,Shoes,Instagram Ads,1,85.0,No,Rawalpindi,card,FREESHIP
T00475,2025-01-10,SKU-011,Travel Backpack,Bags,IG,1,72.0,No,,Bank Transfer,
T00476,2025-02-02,SKU-002,Urban Hoodie Grey,,Website,1,44.65,No,lahore,COD,FREESHIP
T00477,2025-01-03,SKU-009,Running Shorts Navy,apparel,Facebook,1,30.4,No,Islamabad,COD,
T00478,2025-03-31,SKU-001,Urban Hoodie Black,Apparel,instagram,1,47.25,No,,COD,WELCOME10
T00479,2025-02-23,SKU-001,Urban Hoodie Black,Apparel,FB,1,45.0,No,,Cash on Delivery,
T00480,2025-03-21,SKU-003,Performance Sneakers White,shoes,Instagram Ads,1,85.0,Yes,Rawalpindi,card,WELCOME10
T00481,2025-02-17,SKU-001,Urban Hoodie Black,Apparel,google,1,40.5,No,Faisalabad,Card,NEWCUSTOMER
T00482,2025-03-30,SKU-002,Urban Hoodie Grey,Apparel,Facebook Ads,4,49.35,No,Rawalpindi,Cash on Delivery,NEWCUSTOMER
T00483,2025-01-16,SKU-005,Gym Bottle Steel,Accessories,Google Ads,1,18.0,No,lahore,,EIDSALE
T00484,2025-01-06,SKU-008,Smart Watch Strap,Accessories,Website,2,22.0,No,Rawalpindi,,
T00485,2025-02-11,SKU-003,Performance Sneakers White,,Instagram,2,85.0,No,Islamabad,Card,WELCOME10
T00486,2025-01-31,SKU-007,Wireless Earbuds Lite,Electronics,Instagram Ads,1,68.25,No,Rawalpindi,Bank Transfer,FREESHIP
T00487,2025-01-22,SKU-007,Wireless Earbuds Lite,electronics,instagram,2,65.0,No,Faisalabad,Cash on Delivery,NEWCUSTOMER
T00488,2025-03-01,SKU-005 ,Gym Bottle Steel,Accessories,Meta FB,1,18.0,No,KHI,,
T00489,2025-02-20,SKU-015,Reusable Tote Bag,Accessories,Instagram Ads,1,12.6,No,,Bank Transfer,
T00490,2025-02-17,SKU-010,Compression Shirt,Apparel,google,2,38.0,No,Islamabad,Bank Transfer,NEWCUSTOMER
T00491,2025-03-19,SKU-008,Smart Watch Strap,Accessories,Google Ads,1,22.0,No,Rawalpindi,card,WELCOME10
T00492,2025-03-10,SKU-010,Compression Shirt,Apparel,IG,2,39.9,No,Rawalpindi,,FREESHIP
T00493,2025-03-04,SKU-001,Urban Hoodie Black,Apparel,facebook,1,47.25,No,KHI,Card,FREESHIP
T00494,2025-01-24,SKU-012,Laptop Sleeve 14 inch,Bags,facebook,1,25.2,No,Lahore,Cash on Delivery,WELCOME10
T00495,2025-01-08,SKU-004,Performance Sneakers Black,shoes,,2,88.0,Yes,Faisalabad,card,FREESHIP
T00496,2025-03-29,sku-014,Desk Lamp LED,Home,Direct,3,42.0,No,,,WELCOME10
T00497,2025-03-31,SKU-011,Travel Backpack,Bags ,facebook,1,75.6,No,Multan,Card,
T00498,2025-02-11,SKU-010,Compression Shirt,Apparel,facebook,1,34.2,No,Karachi,,FREESHIP
T00499,2025-03-08,SKU-014,Desk Lamp LED,Home,Search,1,38.0,No,lahore,Card,FREESHIP
T00500,2025-03-26,SKU-010,Compression Shirt,Apparel,Facebook,1,38.0,No,Karachi,,WELCOME10
T00501,2025-03-30,SKU-005,Gym Bottle Steel,Accessories,Meta FB,2,16.2,No,KHI,card,WELCOME10
T00502,2025-01-12,SKU-005,Gym Bottle Steel,Accessories,Insta,2,18.0,No,KHI,COD,FREESHIP
T00503,2025-03-28,SKU-015,Reusable Tote Bag,Accessories,Meta FB,1,14.0,No,lahore,,FREESHIP
T00504,2025-03-31,SKU-001,Urban Hoodie Black,Apparel,Meta FB,4,45.0,No,,Card,EIDSALE
T00505,2025-01-29,SKU-010,Compression Shirt,Apparel,FB,2,39.9,No,Multan,card,
T00506,2025-01-10,SKU-008,Smart Watch Strap,Accessories,FB,2,19.8,No,Faisalabad,card,
T00507,2025-02-07,SKU-014,Desk Lamp LED,Home,FB,2,40.0,No,,,WELCOME10
T00508,2025-01-23,SKU-015,Reusable Tote Bag,Accessories,Meta FB,1,12.6,No,Faisalabad,,NEWCUSTOMER
T00509,2025-03-30,SKU-015,Reusable Tote Bag,Accessories ,Google,2,14.7,No,KHI,COD,
T00510,2025-03-30,SKU-011,Travel Backpack,Bags,Google Ads,1,75.6,No,KHI,COD,FREESHIP
T00511,2025-03-10,SKU-012,Laptop Sleeve 14 inch,Bags,Instagram,1,25.2,No,Karachi,COD,NEWCUSTOMER
T00512,2025-02-10,SKU-002, Urban Hoodie Grey ,apparel,FB,1,47.0,No,Multan,Cash on Delivery,WELCOME10
T00513,2025-02-08,SKU-001,Urban Hoodie Black,Apparel,Website,1,42.75,No,KHI,COD,
T00514,2025-01-25,SKU-003,Performance Sneakers White,Shoes,Google Ads,3,76.5,No,Faisalabad,card,
T00515,2025-02-02,SKU-010,Compression Shirt,Apparel,Direct,1,38.0,No,KHI,Cash on Delivery,WELCOME10
T00516,2025-02-25,SKU-005,Gym Bottle Steel,Accessories,Direct,1,18.0,No,Faisalabad,COD,WELCOME10
T00517,2025-01-29,SKU-005,Gym Bottle Steel,Accessories,Facebook,1,18.9,No,Faisalabad,Cash on Delivery,EIDSALE
T00518,2025-02-19,SKU-003,Performance Sneakers White,shoes,Search,1,80.75,No,Islamabad,COD,FREESHIP
T00519,2025-03-23,SKU-015,Reusable Tote Bag,Accessories,Google Ads,1,13.3,No,,Cash on Delivery,
T00520,2025-01-12,SKU-015,Reusable Tote Bag,Accessories,IG,2,14.7,No,KHI,card,
T00521,2025-01-18,SKU-007,Wireless Earbuds Lite,Electronics ,instagram,1,61.75,Yes,Multan,COD,
T00522,2025-03-09,SKU-010,Compression Shirt,Apparel,facebook,3,39.9,No,Multan,Card,FREESHIP
T00523,2025-02-13,SKU-015,Reusable Tote Bag,Accessories ,Meta FB,2,14.0,No,Faisalabad,,NEWCUSTOMER
T00524,2025-03-21,sku-013,Phone Tripod Mini,Electronics,Facebook,1,26.0,No,,card,WELCOME10
T00525,2025-01-16,SKU-015,Reusable Tote Bag,Accessories,Facebook Ads,1,13.3,No,lahore,COD,WELCOME10
T00526,2025-01-26,SKU-002,Urban Hoodie Grey,,FB,1,49.35,No,Faisalabad,Card,FREESHIP
T00527,2025-01-17,SKU-005,Gym Bottle Steel,Accessories,google,1,18.9,No,KHI,Card,
T00528,2025-03-18,SKU-011,Travel Backpack,Bags,IG,1,72.0,No,Faisalabad,,WELCOME10
T00529,2025-01-14,SKU-010,Compression Shirt,Apparel,Insta,1,34.2,No,Islamabad,card,
T00530,2025-02-22,SKU-008,Smart Watch Strap,Accessories,Google Ads,1,20.9,No,Multan,,FREESHIP
T00531,2025-01-01,SKU-001,Urban Hoodie Black,Apparel,Google Ads,1,45.0,No,Karachi,,
T00532,2025-02-16,SKU-011,Travel Backpack,Bags,instagram,1,72.0,No,Karachi,Card,NEWCUSTOMER
T00533,2025-01-25,SKU-010,Compression Shirt,Apparel,Organic,3,34.2,No,Rawalpindi,card,NEWCUSTOMER
T00534,2025-03-13,SKU-015,Reusable Tote Bag,,organic,1,14.0,No,KHI,Card,WELCOME10
T00535,2025-01-06,SKU-015, Reusable Tote Bag ,Accessories,FB,2,13.3,No,KHI,card,FREESHIP
T00536,2025-03-15,SKU-003,Performance Sneakers White,Shoes,Search,1,89.25,No,Rawalpindi,Card,NEWCUSTOMER
T00537,2025-02-05,SKU-015,Reusable Tote Bag,Accessories,Facebook,1,14.0,No,Multan,Card,
T00538,2025-03-20,SKU-004,Performance Sneakers Black,Shoes ,Organic,2,88.0,No,Karachi,,
T00539,2025-03-22,SKU-009,Running Shorts Navy,Apparel,Instagram Ads,1,32.0,No,,Bank Transfer,WELCOME10
T00540,2025-01-24,SKU-013,Phone Tripod Mini,Electronics,Meta FB,1,27.3,No,Rawalpindi,Card,WELCOME10
T00541,2025-02-21,SKU-002,Urban Hoodie Grey,apparel,Instagram,1,44.65,No,Islamabad,COD,
T00542,2025-01-02,SKU-015,Reusable Tote Bag,Accessories,Facebook Ads,2,14.0,No,Islamabad,COD,
T00543,2025-01-03,SKU-013,Phone Tripod Mini,electronics,Facebook Ads,1,24.7,No,Faisalabad,COD,
T00544,2025-01-15,SKU-007,Wireless Earbuds Lite,Electronics,Direct,1,65.0,No,Islamabad,COD,FREESHIP
T00545,2025-01-20,SKU-014,Desk Lamp LED,Home,Search,2,40.0,No,Karachi,Card,WELCOME10
T00546,2025-02-27,SKU-011,Travel Backpack,Bags,google,2,72.0,No,,Bank Transfer,EIDSALE
T00547,2025-03-19,SKU-012,Laptop Sleeve 14 inch,Bags,FB,1,25.2,No,,Cash on Delivery,NEWCUSTOMER
T00548,2025-01-12,SKU-004,Performance Sneakers Black,Shoes,Facebook,1,83.6,No,Islamabad,Bank Transfer,FREESHIP
T00549,2025-02-23,SKU-004,Performance Sneakers Black,Shoes ,Google,2,88.0,No,Karachi,,NEWCUSTOMER
T00550,2025-01-04,SKU-003,Performance Sneakers White,Shoes,FB,1,76.5,No,Faisalabad,card,FREESHIP
T00551,2025-01-02,SKU-004,Performance Sneakers Black,,Facebook,1,88.0,No,lahore,Cash on Delivery,
T00552,2025-01-30,SKU-006,Yoga Mat Premium,Fitness,Facebook,1,35.0,No,Karachi,,FREESHIP
T00553,2025-02-18,SKU-003,Performance Sneakers White,Shoes,google,1,85.0,Yes,Karachi,Card,WELCOME10
T00554,2025-03-12,SKU-003,Performance Sneakers White,Shoes,Direct,1,76.5,No,Lahore,Bank Transfer,EIDSALE
T00555,2025-02-20,SKU-011,Travel Backpack,Bags ,Organic,1,75.6,No,Lahore,Bank Transfer,WELCOME10
T00556,2025-01-12,SKU-015,Reusable Tote Bag,Accessories,FB,2,14.7,No,KHI,Bank Transfer,FREESHIP
T00557,2025-02-25,SKU-001,Urban Hoodie Black,Apparel,google,1,40.5,No,Faisalabad,Cash on Delivery,
T00558,2025-02-07,SKU-003,Performance Sneakers White,Shoes,Facebook Ads,1,85.0,Yes,Islamabad,Card,NEWCUSTOMER
T00559,2025-02-22,SKU-013,Phone Tripod Mini,Electronics,Direct,1,23.4,No,Lahore,Cash on Delivery,
T00560,2025-03-13,SKU-001,Urban Hoodie Black,,GAds,1,40.5,No,Karachi,Bank Transfer,FREESHIP
T00561,2025-01-14,SKU-002,Urban Hoodie Grey,,google,2,47.0,No,Rawalpindi,,
T00562,2025-01-20,SKU-015,Reusable Tote Bag,Accessories,FB,1,14.0,No,Rawalpindi,Card,WELCOME10
T00563,2025-02-04,SKU-004,Performance Sneakers Black,Shoes,FB,1,83.6,Yes,Islamabad,Card,
T00564,2025-02-08,SKU-003,Performance Sneakers White,Shoes,facebook,1,76.5,No,Lahore,Cash on Delivery,NEWCUSTOMER
T00565,2025-01-19,SKU-005,Gym Bottle Steel,Accessories,Website,1,17.1,No,Lahore,card,WELCOME10
T00566,2025-01-05,SKU-003,Performance Sneakers White,Shoes,organic,1,85.0,No,Multan,Bank Transfer,
T00567,2025-01-16,SKU-010,Compression Shirt,Apparel,google,1,38.0,No,,Bank Transfer,WELCOME10
T00568,2025-02-06,SKU-013,Phone Tripod Mini,Electronics,google,1,27.3,No,Lahore,Cash on Delivery,FREESHIP
T00569,2025-03-11,SKU-002,Urban Hoodie Grey,Apparel,instagram,2,49.35,No,lahore,Card,EIDSALE
T00570,2025-03-24,SKU-010,Compression Shirt,Apparel,Google,3,38.0,No,Rawalpindi,Card,FREESHIP
T00571,2025-03-08,SKU-013,Phone Tripod Mini,Electronics,IG,1,23.4,No,,COD,
T00572,2025-02-10,SKU-007,Wireless Earbuds Lite,Electronics,Instagram,2,65.0,No,KHI,COD,EIDSALE
T00573,2025-03-22,SKU-012,Laptop Sleeve 14 inch,,Meta FB,2,28.0,No,Multan,COD,WELCOME10
T00574,2025-02-01,SKU-011,Travel Backpack,Bags ,google,2,75.6,No,Karachi,card,NEWCUSTOMER
T00575,2025-01-24,SKU-002,Urban Hoodie Grey,apparel,IG,3,47.0,No,Karachi,COD,
T00576,2025-02-27,SKU-012,Laptop Sleeve 14 inch,bags,Facebook,3,29.4,No,lahore,Cash on Delivery,NEWCUSTOMER
T00577,2025-01-16,SKU-003,Performance Sneakers White,Shoes ,Facebook,1,85.0,No,Islamabad,Bank Transfer,EIDSALE
T00578,2025-03-12,SKU-009,Running Shorts Navy,Apparel,Instagram Ads,1,30.4,No,Karachi,Cash on Delivery,NEWCUSTOMER
T00579,2025-03-04,SKU-006,Yoga Mat Premium,Fitness,instagram,2,35.0,No,Karachi,card,WELCOME10
T00580,2025-02-22,SKU-004,Performance Sneakers Black,Shoes,Search,1,88.0,Yes,Multan,Bank Transfer,WELCOME10
T00581,2025-01-02,SKU-011,Travel Backpack,Bags,Meta FB,2,72.0,No,Karachi,Cash on Delivery,
T00582,2025-02-10,SKU-003, Performance Sneakers White ,Shoes,facebook,1,85.0,No,Faisalabad,Card,
T00583,2025-03-01,SKU-004,Performance Sneakers Black,,google,1,79.2,No,Karachi,card,
T00584,2025-01-11,SKU-008,Smart Watch Strap,Accessories,Meta FB,1,22.0,No,Karachi,Card,WELCOME10
T00585,2025-02-11,SKU-013 ,Phone Tripod Mini,Electronics,Google Ads,1,26.0,No,Lahore,Bank Transfer,
T00586,2025-02-12,SKU-010,Compression Shirt,Apparel,google,1,38.0,No,,,FREESHIP
T00587,2025-03-03,SKU-010,Compression Shirt,Apparel,Website,2,36.1,No,Rawalpindi,,
T00588,2025-03-27,SKU-003,Performance Sneakers White,Shoes,Google Ads,1,85.0,No,lahore,,WELCOME10
T00589,2025-02-16,SKU-005,Gym Bottle Steel,Accessories,instagram,1,17.1,No,Islamabad,card,
T00590,2025-01-24,SKU-004,Performance Sneakers Black,Shoes,instagram,1,88.0,Yes,Multan,Card,FREESHIP
T00591,2025-02-24,SKU-003,Performance Sneakers White,Shoes,FB,1,76.5,No,Karachi,Card,
T00592,2025-02-05,SKU-003,Performance Sneakers White,Shoes,Instagram Ads,,85.0,No,Faisalabad,,NEWCUSTOMER
T00593,2025-03-31,SKU-009 ,Running Shorts Navy,Apparel,Google Ads,1,33.6,No,lahore,card,EIDSALE
T00594,2025-01-22,SKU-010,Compression Shirt,Apparel,Search,1,36.1,No,Faisalabad,COD,NEWCUSTOMER
T00595,2025-01-13,SKU-005 ,Gym Bottle Steel,Accessories,google,1,18.0,No,Multan,Bank Transfer,
T00596,2025-03-18,SKU-007,Wireless Earbuds Lite,Electronics,Meta FB,2,65.0,No,,Bank Transfer,WELCOME10
T00597,2025-03-23,SKU-002,Urban Hoodie Grey,Apparel,Meta FB,2,44.65,No,,Bank Transfer,EIDSALE
T00598,2025-03-20,SKU-002,Urban Hoodie Grey,Apparel,Search,3,47.0,No,Faisalabad,Cash on Delivery,NEWCUSTOMER
T00599,2025-02-07,SKU-001 ,Urban Hoodie Black,Apparel,Facebook Ads,2,45.0,Yes,Faisalabad,COD,EIDSALE
T00600,2025-03-13,SKU-003,Performance Sneakers White,Shoes,Facebook Ads,1,89.25,Yes,,card,FREESHIP
T00601,2025-02-08,SKU-008,Smart Watch Strap,Accessories,facebook,1,22.0,No,Faisalabad,Card,EIDSALE
T00602,2025-02-18,SKU-012,Laptop Sleeve 14 inch,Bags,Google,1,26.6,No,,card,
T00603,2025-01-12,SKU-011,Travel Backpack,Bags,IG,2,64.8,No,,COD,FREESHIP
T00604,2025-03-08,SKU-007,Wireless Earbuds Lite,Electronics,Facebook,1,68.25,Yes,Karachi,,NEWCUSTOMER
T00605,2025-01-27,SKU-007,Wireless Earbuds Lite,Electronics,Instagram Ads,1,,No,Rawalpindi,Card,
T00606,2025-01-13,SKU-004,Performance Sneakers Black,Shoes,Facebook,2,83.6,No,KHI,Bank Transfer,NEWCUSTOMER
T00607,2025-02-25,SKU-003,Performance Sneakers White,Shoes,FB,2,89.25,No,Karachi,Cash on Delivery,FREESHIP
T00608,2025-01-14,SKU-007,Wireless Earbuds Lite,Electronics,Google Ads,1,61.75,No,lahore,Card,EIDSALE
T00609,2025-02-05,SKU-001,Urban Hoodie Black,Apparel,Meta FB,2,40.5,No,Multan,card,
T00610,2025-03-26,SKU-005,Gym Bottle Steel,Accessories,Instagram Ads,1,17.1,No,Multan,Cash on Delivery,NEWCUSTOMER
T00611,2025-01-06,SKU-001,Urban Hoodie Black,Apparel,Google Ads,1,45.0,No,Rawalpindi,Card,WELCOME10
T00612,2025-01-09,SKU-001,Urban Hoodie Black,Apparel ,Facebook,2,45.0,No,lahore,card,WELCOME10
T00613,2025-02-02,SKU-007,Wireless Earbuds Lite,Electronics,Google Ads,1,65.0,No,Karachi,COD,
T00614,2025-02-22,SKU-008,Smart Watch Strap,Accessories,GAds,1,23.1,No,KHI,Bank Transfer,EIDSALE
T00615,2025-01-09,SKU-006,Yoga Mat Premium,Fitness,Instagram,1,35.0,No,Rawalpindi,Bank Transfer,EIDSALE
T00616,2025-01-21,SKU-015,Reusable Tote Bag,Accessories,Meta FB,1,12.6,No,lahore,Bank Transfer,
T00617,2025-02-12,SKU-014,Desk Lamp LED,Home,FB,1,42.0,No,Lahore,Bank Transfer,
T00618,2025-01-11,SKU-014,Desk Lamp LED,Home,Insta,1,40.0,No,Rawalpindi,Card,
T00619,2025-03-19,SKU-013,Phone Tripod Mini,Electronics,Google,1,26.0,No,Karachi,Cash on Delivery,EIDSALE
T00620,2025-01-31,SKU-004,Performance Sneakers Black,shoes,Insta,1,79.2,No,Karachi,Card,WELCOME10
T00621,2025-03-19,SKU-010,Compression Shirt,Apparel,Facebook Ads,1,36.1,No,Multan,COD,FREESHIP
T00622,2025-02-07,SKU-013,Phone Tripod Mini,,Facebook Ads,1,23.4,No,lahore,Bank Transfer,
T00623,2025-01-30,SKU-005,Gym Bottle Steel,Accessories,Instagram,1,18.0,Yes,Lahore,Bank Transfer,EIDSALE
T00624,2025-01-08,SKU-004,Performance Sneakers Black,,Instagram Ads,1,83.6,No,,Cash on Delivery,
T00625,2025-01-04,SKU-015,Reusable Tote Bag,Accessories,GAds,3,14.0,No,,,
T00626,2025-03-28,SKU-004,Performance Sneakers Black,Shoes,,1,79.2,No,Rawalpindi,COD,
T00627,2025-02-01,SKU-012,Laptop Sleeve 14 inch,Bags,Meta FB,1,25.2,No,Faisalabad,Cash on Delivery,
T00628,2025-03-01,SKU-001,Urban Hoodie Black,Apparel,Facebook,3,42.75,No,KHI,Bank Transfer,
T00629,2025-02-03,SKU-013,Phone Tripod Mini,Electronics,FB,1,23.4,No,Multan,Card,NEWCUSTOMER
T00630,2025-02-03,SKU-015,Reusable Tote Bag,Accessories,Facebook Ads,1,14.0,No,Multan,Cash on Delivery,EIDSALE
T00631,2025-02-24,SKU-014,Desk Lamp LED,Home,Facebook Ads,1,40.0,No,Islamabad,Bank Transfer,
T00632,2025-01-14,SKU-009,Running Shorts Navy,Apparel,Search,2,33.6,No,Islamabad,card,
T00633,2025-01-29,SKU-008,Smart Watch Strap,Accessories,,2,19.8,No,lahore,Bank Transfer,EIDSALE
T00634,2025-02-12,SKU-004,Performance Sneakers Black,Shoes,GAds,1,88.0,No,Multan,Cash on Delivery,NEWCUSTOMER
T00635,2025-01-30,SKU-006,Yoga Mat Premium,Fitness,instagram,2,35.0,No,Faisalabad,Bank Transfer,EIDSALE
T00636,2025-01-19,SKU-008,Smart Watch Strap,Accessories,Insta,2,20.9,Yes,Islamabad,Card,FREESHIP
T00637,2025-03-07,SKU-013,Phone Tripod Mini,Electronics,organic,1,24.7,No,Karachi,,
T00638,2025-02-22,SKU-009,Running Shorts Navy,Apparel,google,1,30.4,No,Islamabad,Card,NEWCUSTOMER
T00639,2025-02-11,SKU-006,Yoga Mat Premium,Fitness,instagram,1,35.0,No,,Bank Transfer,EIDSALE
T00640,2025-01-06,SKU-013,Phone Tripod Mini,Electronics,Google Ads,1,26.0,No,lahore,COD,WELCOME10
T00641,2025-01-14,SKU-015,Reusable Tote Bag,accessories,Google Ads,1,12.6,No,KHI,Cash on Delivery,WELCOME10
T00642,2025-01-27,SKU-004,Performance Sneakers Black,Shoes,organic,2,79.2,Yes,,card,EIDSALE
T00643,2025-03-27,SKU-002,Urban Hoodie Grey,Apparel,Facebook,2,47.0,No,Karachi,,
T00644,2025-03-08,SKU-005,Gym Bottle Steel,Accessories,Google,3,18.9,Yes,Islamabad,card,WELCOME10
T00645,2025-01-12,SKU-015,Reusable Tote Bag,Accessories,Google Ads,1,14.0,No,Rawalpindi,,EIDSALE
T00646,2025-02-08,SKU-013,Phone Tripod Mini,Electronics,google,1,27.3,No,Faisalabad,card,FREESHIP
T00647,2025-03-01,SKU-015,Reusable Tote Bag,Accessories,GAds,1,14.7,No,Lahore,Bank Transfer,EIDSALE
T00648,2025-01-08,SKU-008,Smart Watch Strap,Accessories,Facebook Ads,1,20.9,No,Lahore,Bank Transfer,FREESHIP
T00649,2025-01-27,SKU-012,Laptop Sleeve 14 inch,,Meta FB,1,28.0,No,Karachi,,EIDSALE
T00650,2025-03-25,SKU-001,Urban Hoodie Black,Apparel,Meta FB,1,45.0,No,,COD,NEWCUSTOMER
T00651,2025-01-03,SKU-011,Travel Backpack,bags,instagram,1,68.4,Yes,Lahore,Bank Transfer,
T00652,2025-01-17,SKU-013,Phone Tripod Mini,Electronics ,Google,1,23.4,No,Islamabad,Card,
T00653,2025-02-09,SKU-012,Laptop Sleeve 14 inch,Bags,Instagram,1,26.6,No,,Cash on Delivery,EIDSALE
T00654,2025-02-01,SKU-005,Gym Bottle Steel,Accessories ,organic,3,16.2,No,lahore,Cash on Delivery,
T00655,2025-01-11,SKU-002,Urban Hoodie Grey,Apparel,facebook,1,47.0,No,lahore,Bank Transfer,FREESHIP
T00656,2025-02-11,SKU-010,Compression Shirt,Apparel,Instagram,1,38.0,No,lahore,Cash on Delivery,NEWCUSTOMER
T00657,2025-01-14,SKU-006,Yoga Mat Premium,Fitness,FB,2,35.0,No,lahore,COD,
T00658,2025-03-12,SKU-006,Yoga Mat Premium,Fitness,Facebook,1,35.0,No,Islamabad,COD,EIDSALE
T00659,2025-02-17,SKU-007,Wireless Earbuds Lite,Electronics,facebook,1,65.0,No,Lahore,Bank Transfer,FREESHIP
T00660,2025-01-01,SKU-005,Gym Bottle Steel,Accessories,Facebook,1,18.0,No,Multan,,
T00661,2025-02-24,SKU-008,Smart Watch Strap,Accessories,Meta FB,2,22.0,No,Islamabad,Bank Transfer,NEWCUSTOMER
T00662,2025-02-19,SKU-005, Gym Bottle Steel ,Accessories,Search,1,18.9,No,Karachi,Cash on Delivery,WELCOME10
T00663,2025-01-10,SKU-014,Desk Lamp LED,Home,Meta FB,2,38.0,No,,,FREESHIP
T00664,2025-01-11,SKU-014,Desk Lamp LED,Home,Google Ads,3,40.0,No,KHI,card,
T00665,2025-03-01,SKU-012,Laptop Sleeve 14 inch,Bags,facebook,1,25.2,No,Rawalpindi,card,EIDSALE
T00666,2025-01-13,SKU-015,Reusable Tote Bag,Accessories,,3,12.6,No,Faisalabad,,
T00667,2025-03-02,SKU-015,Reusable Tote Bag,Accessories,Instagram Ads,1,14.7,No,Islamabad,,
T00668,2025-01-16,SKU-001,Urban Hoodie Black,Apparel,Instagram,1,40.5,No,Multan,,WELCOME10
T00669,2025-03-08,SKU-001,Urban Hoodie Black,Apparel,google,2,47.25,Yes,Lahore,Bank Transfer,NEWCUSTOMER
T00670,2025-01-01,SKU-005,Gym Bottle Steel,Accessories,Instagram,1,16.2,No,Karachi,COD,EIDSALE
T00671,2025-01-02,SKU-003,Performance Sneakers White,Shoes,Instagram,2,85.0,No,Faisalabad,Card,FREESHIP
T00672,2025-02-10,SKU-006,Yoga Mat Premium,Fitness,GAds,2,35.0,No,KHI,card,
T00673,2025-03-16,SKU-005,Gym Bottle Steel,Accessories,Insta,4,17.1,No,Faisalabad,Card,NEWCUSTOMER
T00674,2025-01-05,SKU-015,Reusable Tote Bag,Accessories,Insta,1,13.3,No,Multan,Card,WELCOME10
T00675,2025-01-13,SKU-003,Performance Sneakers White,Shoes,FB,1,85.0,No,lahore,COD,EIDSALE
T00676,2025-02-21,SKU-005,Gym Bottle Steel,Accessories,Direct,2,16.2,No,Islamabad,Bank Transfer,NEWCUSTOMER
T00677,2025-03-14,SKU-011,Travel Backpack,Bags,Facebook Ads,2,72.0,No,Lahore,,WELCOME10
T00678,2025-01-24,SKU-004,Performance Sneakers Black,Shoes,Facebook,2,88.0,No,,,WELCOME10
T00679,2025-02-01,SKU-012,Laptop Sleeve 14 inch,Bags,FB,1,28.0,No,KHI,Card,EIDSALE
T00680,2025-01-29,SKU-014,Desk Lamp LED,,FB,1,40.0,No,Karachi,,WELCOME10
T00681,2025-02-25,SKU-002,Urban Hoodie Grey,Apparel,Insta,1,47.0,No,,,NEWCUSTOMER
T00682,2025-03-29,SKU-011 ,Travel Backpack,Bags,google,2,72.0,No,,card,
T00683,2025-03-19,SKU-012,Laptop Sleeve 14 inch,Bags,,1,26.6,No,,,
T00684,2025-03-17,SKU-004,Performance Sneakers Black,shoes,instagram,2,83.6,No,Lahore,Cash on Delivery,
T00685,2025-01-04,SKU-008,Smart Watch Strap,Accessories,Facebook Ads,1,20.9,No,Rawalpindi,COD,
T00686,2025-03-05,SKU-006,Yoga Mat Premium,Fitness,facebook,1,35.0,No,Multan,Bank Transfer,
T00687,2025-01-13,SKU-005,Gym Bottle Steel,accessories,Organic,1,18.9,No,Karachi,card,
T00688,2025-03-20,SKU-007,Wireless Earbuds Lite,Electronics,Google Ads,1,65.0,No,Faisalabad,Cash on Delivery,
T00689,2025-02-06,SKU-004,Performance Sneakers Black,Shoes,Instagram,2,92.4,Yes,Lahore,,EIDSALE
T00690,2025-03-19,SKU-013,Phone Tripod Mini,Electronics,instagram,1,24.7,No,lahore,COD,NEWCUSTOMER
T00691,2025-01-05,SKU-010,Compression Shirt,Apparel,Instagram,1,34.2,No,lahore,,FREESHIP
T00692,2025-02-15,SKU-008,Smart Watch Strap,Accessories,Instagram,2,22.0,No,Karachi,Card,FREESHIP
T00693,2025-01-23,SKU-013,Phone Tripod Mini,Electronics,google,1,26.0,No,Multan,Cash on Delivery,NEWCUSTOMER
T00694,2025-03-01,SKU-004,Performance Sneakers Black,,Direct,3,88.0,No,Islamabad,,
T00695,2025-02-22,SKU-003,Performance Sneakers White,Shoes,FB,1,76.5,No,Islamabad,Cash on Delivery,
T00696,2025-03-18,SKU-014,Desk Lamp LED,Home,Search,1,40.0,No,Rawalpindi,Bank Transfer,WELCOME10
T00697,2025-03-01,SKU-007,Wireless Earbuds Lite,Electronics,google,4,65.0,No,Islamabad,COD,FREESHIP
T00698,2025-03-29,SKU-010,Compression Shirt,Apparel,google,2,38.0,No,KHI,,
T00699,2025-02-20,SKU-013,Phone Tripod Mini,Electronics,Google,1,27.3,No,Karachi,,WELCOME10
T00700,2025-02-01,SKU-012,Laptop Sleeve 14 inch,Bags,Facebook,1,29.4,No,lahore,Bank Transfer,FREESHIP
